Transactions,Transactions Transaction Id,Transactions Gross Sales,Transactions Shipping,Transactions Tax,Transactions Discount,Transactions Total Sales ?,Transactions Refunds,Transactions Total Revenue ?,Transactions Net Revenue ?
             ,,,,,,,,,
                Day of Transaction,,,,,,,,,
             ,,,,,,,,,
            ,,,,,,,,,
4/29/2020,5X80787960271913D,40,5,0,0,45,0,45,40
4/28/2020,89762109YA537191C,80,5,0,0,85,0,85,80
4/28/2020,9FC87764KH3042053,30,5,0,0,35,0,35,30
4/28/2020,42W86159988947701,125,8,0,0,133,0,133,125
4/27/2020,2AD64078VR995700W,125,10,0,0,135,0,135,125
4/27/2020,35R25570J4249614X,100,10,0,0,110,0,110,100
4/27/2020,42S830283X490023F,65,8,0,0,73,0,73,65
4/24/2020,55745896NM930735R,40,5,0,0,45,0,45,40
4/24/2020,14V07693DL689793V,200,5,0,0,205,0,205,200
4/24/2020,4FE68275ME846814E,160,5,0,0,165,0,165,160
4/24/2020,2DU13934J84354628,140,5,0,0,145,0,145,140
4/24/2020,5DU43981KN512563G,80,5,0,0,85,0,85,80
4/23/2020,31K63682AW453810C,30,5,0,0,35,0,35,30
4/23/2020,00P81561338922620,60,5,0,0,65,0,65,60
4/23/2020,4TD442007J547770P,60,5,0,0,65,0,65,60
4/22/2020,3Y8257788P6140333,50,5,0,0,55,0,55,50
4/22/2020,7XK963530N163010H,65,5,0,0,70,0,70,65
4/22/2020,2NU93603H7948310S,180,8,0,0,188,0,188,180
4/22/2020,8A691334X3379493H,60,5,0,0,65,0,65,60
4/22/2020,78E94652HN9845844,45,5,0,0,50,0,50,45
4/22/2020,3RL13541CR876270J,45,5,0,0,50,0,50,45
4/21/2020,10H60666NT897801B,80,5,0,0,85,0,85,80
4/21/2020,3VV934384X2341203,65,5,0,0,70,0,70,65
4/21/2020,8H0023111G625450A,80,5,0,0,85,0,85,80
4/20/2020,6V526059T73401846,30,5,0,0,35,0,35,30
4/20/2020,45995130KR088304G,80,5,0,0,85,0,85,80
4/20/2020,7G967293S82826905,40,5,0,0,45,0,45,40
4/19/2020,8EG03877R9785083J,40,23,0,0,63,0,63,40
4/19/2020,1C389921TD6202302,140,29,0,0,169,0,169,140
4/19/2020,0D635987XW694243Y,40,5,0,0,45,0,45,40
4/18/2020,5WC95961820104722,100,5,0,0,105,0,105,100
4/18/2020,50F99895LW908051E,30,5,0,0,35,0,35,30
4/17/2020,09G502686P769931P,40,5,0,0,45,0,45,40
4/17/2020,7G384802AU937190T,150,10,0,0,160,0,160,150
4/17/2020,7FH13305XT7049328,85,8,0,0,93,0,93,85
4/17/2020,65G63235A87498209,50,5,0,0,55,0,55,50
4/17/2020,4PT79152WA3216849,60,5,0,0,65,0,65,60
4/17/2020,1TA97657Y8787801G,50,5,0,0,55,0,55,50
4/17/2020,2HD64405XK0098126,125,5,0,0,130,0,130,125
4/15/2020,6R4970629F963263A,45,5,0,0,50,0,50,45
4/15/2020,1BP391692Y930230P,50,5,0,0,55,0,55,50
4/15/2020,08K65583CD940330C,50,5,0,0,55,0,55,50
4/14/2020,239001432V0762822,60,5,0,0,65,0,65,60
4/14/2020,92M995005D053004H,85,8,0,0,93,0,93,85
4/14/2020,1T4877463E2831626,80,8,0,0,88,0,88,80
4/14/2020,09E80661GJ233432A,50,5,0,0,55,0,55,50
4/14/2020,6ED19793G0704062K,50,23,0,0,73,0,73,50
4/14/2020,0ST14121VC334525N,40,5,0,0,45,0,45,40
4/14/2020,5XG717940U638193S,120,10,0,0,130,0,130,120
4/13/2020,91H81488Y52971132,30,5,0,0,35,0,35,30
4/13/2020,03C63014J0452401P,50,5,0,0,55,0,55,50
4/12/2020,80M41188KP2027148,105,8,0,0,113,0,113,105
4/11/2020,2P2998180X8667206,30,23,0,0,53,0,53,30
4/9/2020,2UY320461K0897706,80,5,0,0,85,0,85,80
4/8/2020,7RT31854681887007,35,5,0,0,40,0,40,35
4/8/2020,24F436104P4188748,65,23,0,0,88,0,88,65
4/8/2020,28N81893U09537241,50,5,0,0,55,0,55,50
4/7/2020,8HT2217250549681V,40,5,0,0,45,0,45,40
4/7/2020,9UU08438YH663204G,45,5,0,0,50,0,50,45
4/7/2020,2WV2149795693301M,60,5,0,0,65,0,65,60
4/6/2020,4R004054SS520761V,80,23,0,0,103,0,103,80
4/6/2020,97H50271RJ555853M,45,5,0,0,50,0,50,45
4/6/2020,2JX10713CM179512T,60,5,0,0,65,0,65,60
4/6/2020,3VR10812960953812,30,5,0,0,35,0,35,30
4/6/2020,5GD0641379021510N,100,8,0,0,108,0,108,100
4/6/2020,1P246960CY234073A,60,5,0,0,65,0,65,60
4/6/2020,48T32185EC4106931,60,5,0,0,65,0,65,60
4/6/2020,65D37716UG078482N,120,5,0,0,125,0,125,120
4/5/2020,9H609401A47687811,90,8,0,0,98,0,98,90
4/5/2020,46T97433V2366724W,60,5,0,0,65,0,65,60
4/4/2020,6MX33072BD799630V,30,5,0,0,35,0,35,30
4/4/2020,35A11631WU5418746,30,5,0,0,35,0,35,30
4/3/2020,4N113336JW109370F,45,5,0,0,50,0,50,45
4/3/2020,1AS67921EV850090S,30,5,0,0,35,0,35,30
4/3/2020,61244072H0262111X,30,5,0,0,35,0,35,30
4/3/2020,8GW66245G0829935X,30,23,0,0,53,0,53,30
4/3/2020,5SJ440586Y9756329,30,5,0,0,35,0,35,30
4/3/2020,9D839580CM101541N,30,5,0,0,35,0,35,30
4/3/2020,08604874VU1519144,30,5,0,0,35,0,35,30
4/3/2020,1CE6765174557711S,30,5,0,0,35,0,35,30
4/3/2020,1MH53745TS274101L,30,5,0,0,35,0,35,30
4/3/2020,94V753551E214181J,30,5,0,0,35,0,35,30
4/2/2020,8CA26987NV300471K,75,5,0,0,80,0,80,75
4/2/2020,2UC67601U52465814,60,5,0,0,65,0,65,60
4/2/2020,4XF92394PL014310M,40,5,0,0,45,0,45,40
4/1/2020,03N99991DV352035Y,70,5,0,0,75,0,75,70
4/1/2020,5FB70459MK005030P,250,5,0,0,255,0,255,250
3/31/2020,0MG69432E2805912F,45,5,0,0,50,0,50,45
3/31/2020,0BS46535CS5177919,60,5,0,0,65,0,65,60
3/31/2020,56L10551A3316374A,125,10,0,0,135,0,135,125
3/30/2020,47F64887DU918714T,45,5,0,0,50,0,50,45
3/30/2020,7MJ51959RV5314231,160,8,0,0,168,0,168,160
3/30/2020,6WD333918X4795921,40,5,0,0,45,0,45,40
3/29/2020,1LJ99992D75343841,60,5,0,0,65,0,65,60
3/27/2020,68877341YY9007529,100,5,0,0,105,0,105,100
3/26/2020,1CK078971J891461U,60,8,0,0,68,0,68,60
3/26/2020,01Y88380FH3274424,140,8,0,0,148,0,148,140
3/26/2020,7P507744HW794341S,40,5,0,0,45,0,45,40
3/24/2020,1N584378UV2727153,80,5,0,0,85,0,85,80
3/24/2020,3P940326GH849543B,40,5,0,0,45,0,45,40
3/24/2020,34A19079YY3163900,45,5,0,0,50,0,50,45
3/24/2020,8TJ35438A3350715A,100,29,0,0,129,0,129,100
3/23/2020,7Y232420HF554980E,57,5,0,0,62,0,62,57
3/23/2020,4JJ73713A5513702F,180,65,0,0,245,0,245,180
3/23/2020,6A426538MJ737202G,129,14,0,0,143,0,143,129
3/23/2020,8EU51586AT093543F,36,5,0,0,41,0,41,36
